salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
26648.67,19,427,20,60401.22,3.5,1900.97,19223.04,0.72,Denied
28570.1,8,493,38,93795.82,3.5,1999.95,5838.48,0.2,Approved
40513.02,13,603,69,318813.57,3.6,9448.64,38985.44,0.96,Denied
56557.61,5,651,23,6316.34,3.5,3508.75,72352.62,1.28,Denied
58351.28,12,525,58,113519.06,3.6,4816.55,33198.9,0.57,Denied
58069.53,23,415,35,407320.94,2.7,4618.52,73365.7,1.26,Denied
41526.8,17,486,68,15522.48,2.6,144.05,28944.28,0.7,Denied
26813.37,24,554,25,55867.43,3.7,6232.43,8468.53,0.32,Approved
29425.56,28,721,40,298218.24,3.6,8390.37,37155.96,1.26,Denied
54725.21,27,501,29,327963.01,3.7,336.38,23861.26,0.44,Denied
30754.82,14,833,37,492095.18,3.5,6436.17,25779.95,0.84,Denied
56088.4,10,673,70,13771.19,3.1,8256.51,68611.3,1.22,Denied
46086.16,25,847,36,49432.03,4.0,4955.48,65264.75,1.42,Denied
42127.14,15,498,53,281813.56,3.3,-204.26,1501.85,0.04,Approved
51130.56,13,534,74,190678.04,3.6,6031.47,26936.83,0.53,Denied
51786.43,15,501,73,441007.82,3.8,9028.23,31926.58,0.62,Denied
32740.48,5,784,45,148886.54,3.3,6814.49,47530.32,1.45,Denied
29271.05,30,593,26,165065.48,3.1,762.06,29175.28,1.0,Denied
56640.83,21,822,36,669.68,3.7,8915.11,3982.82,0.07,Approved
56660.99,3,441,72,281353.2,2.7,3225.15,52907.51,0.93,Denied
31461.57,12,756,67,426537.18,3.5,5848.34,28268.86,0.9,Denied
52326.07,4,785,35,66940.82,3.4,-867.42,19228.12,0.37,Denied
28142.4,17,600,56,332503.53,2.5,9963.18,10541.81,0.37,Denied
32792.61,1,503,35,412755.9,3.1,5948.42,15002.68,0.46,Denied
45398.86,27,656,53,116523.95,2.9,9334.73,10804.03,0.24,Approved
43236.67,8,610,29,418705.04,3.0,9824.13,24280.16,0.56,Denied
55464.49,1,689,18,264864.88,3.4,1622.74,23236.28,0.42,Denied
35215.02,26,515,76,334975.2,2.6,6014.77,38851.93,1.1,Denied
54843.13,3,745,55,120657.65,2.7,8000.9,18868.63,0.34,Approved
53750.9,23,837,70,5172.69,3.6,8236.26,3999.02,0.07,Approved
59293.47,6,692,50,229105.84,3.3,3291.13,63889.74,1.08,Denied
28792.47,3,382,66,309736.15,3.1,794.78,3767.3,0.13,Approved
31477.6,25,450,69,52171.75,3.3,2828.98,53777.99,1.71,Denied
33584.97,28,726,32,33021.73,2.5,2455.49,59598.06,1.77,Denied
54790.86,26,728,77,281863.04,3.6,8924.5,57727.24,1.05,Denied
55922.39,23,734,25,399135.7,3.6,-827.95,56683.23,1.01,Denied
40679.66,16,695,74,27955.38,2.6,7263.29,46087.29,1.13,Denied
28373.46,11,469,56,459867.65,3.2,3969.99,43502.49,1.53,Denied
36889.33,22,761,46,404086.59,3.5,1414.86,63573.15,1.72,Denied
27638.96,4,546,29,451475.6,3.4,3889.49,52726.75,1.91,Denied
37244.74,9,529,23,137446.09,3.8,1300.21,437.54,0.01,Approved
50390.35,10,796,24,255280.72,3.7,-113.56,10194.45,0.2,Approved
33940.96,11,581,19,463440.76,3.4,8123.69,52436.46,1.54,Denied
36694.32,9,527,27,371374.52,3.5,2520.43,60810.48,1.66,Denied
35082.33,29,609,33,128582.54,3.2,9497.66,25240.3,0.72,Denied
47875.17,10,647,28,249704.91,3.1,-342.05,4548.97,0.1,Approved
50656.82,2,634,50,474455.6,2.9,7934.98,65327.15,1.29,Denied
48633.34,13,713,21,258730.83,2.6,-370.99,7739.91,0.16,Approved
58276.92,29,358,29,290920.11,3.4,2967.83,12423.96,0.21,Approved
33088.01,28,615,81,481538.23,3.5,9340.28,14526.3,0.44,Denied
49410.3,3,663,40,26970.5,3.7,2677.35,61572.78,1.25,Denied
33432.87,1,534,36,184472.17,3.1,9094.57,13264.79,0.4,Denied
36722.54,2,623,60,175180.39,3.6,6662.92,25497.16,0.69,Denied
58893.86,22,673,80,232830.84,3.6,2521.0,69588.08,1.18,Denied
38816.26,27,592,47,333350.15,2.7,3618.03,44915.38,1.16,Denied
34061.13,10,396,24,56319.42,3.5,4847.6,14204.6,0.42,Denied
44417.09,23,557,51,166810.15,3.4,480.63,17838.55,0.4,Denied
57879.08,11,485,50,421583.47,3.0,9146.69,25459.86,0.44,Denied
39866.68,13,453,65,247656.21,2.7,425.95,16645.26,0.42,Denied
41786.25,16,543,67,69224.74,3.6,6693.8,48110.37,1.15,Denied
35452.23,30,508,23,191032.18,3.2,9997.37,20757.27,0.59,Denied
26970.09,30,784,19,157542.82,3.1,6731.95,20164.03,0.75,Denied
27350.6,7,485,56,31452.29,3.1,2109.15,35902.38,1.31,Denied
59524.69,24,451,34,20206.37,2.8,8432.9,34498.44,0.58,Denied
46735.36,25,542,70,384796.87,2.8,9382.51,47748.71,1.02,Denied
56669.6,12,458,36,219604.29,2.7,4388.64,57135.53,1.01,Denied
37241.21,2,400,45,439757.68,4.0,-855.67,34005.26,0.91,Denied
27591.96,20,677,27,395260.02,3.1,4030.8,36646.33,1.33,Denied
32568.24,15,444,34,475989.45,3.7,7527.32,58800.26,1.81,Denied
39590.19,7,599,55,135890.68,3.7,8042.79,68.03,0.0,Approved
28934.31,13,785,78,143705.29,3.8,6667.64,31412.98,1.09,Denied
26727.56,24,547,57,367442.03,3.5,4900.75,2509.46,0.09,Approved
32818.51,19,693,54,201713.54,3.2,1854.04,14039.06,0.43,Denied
42628.12,30,602,42,130230.9,3.3,3296.72,3092.51,0.07,Approved
46324.25,15,652,47,292747.39,2.8,1962.23,70587.33,1.52,Denied
41503.43,8,474,30,426478.65,2.7,1705.14,45879.49,1.11,Denied
54293.29,9,471,59,153776.65,2.8,740.06,68753.84,1.27,Denied
30858.2,18,842,47,402034.65,3.8,8632.41,9280.74,0.3,Approved
37330.31,16,841,19,470236.17,3.7,1773.78,21336.34,0.57,Denied
47037.61,1,528,28,83669.15,2.8,9194.31,37283.96,0.79,Denied
53160.43,5,437,35,7227.49,2.9,3243.27,58987.19,1.11,Denied
53672.54,27,833,38,282379.85,2.8,-251.37,40162.15,0.75,Denied
39304.01,3,700,26,358001.67,3.6,5843.96,30043.74,0.76,Denied
54969.36,27,764,62,71535.0,3.5,8517.77,8739.94,0.16,Approved
59927.69,20,743,85,294862.8,3.1,3607.76,72163.89,1.2,Denied
43743.67,29,619,65,227856.92,3.1,3253.53,32744.46,0.75,Denied
28065.59,29,727,54,287249.19,3.1,8224.53,16851.76,0.6,Denied
40215.38,29,644,80,248285.71,4.0,882.74,29020.39,0.72,Denied
31407.51,9,570,55,120897.32,3.1,5952.8,32377.2,1.03,Denied
34713.65,8,818,50,222769.5,2.8,628.45,18783.97,0.54,Denied
58041.07,16,604,75,331067.79,3.3,7637.82,7862.9,0.14,Approved
53701.07,18,360,49,494960.74,3.1,5549.92,71546.83,1.33,Denied
32170.32,1,490,39,327391.71,2.6,1357.22,30071.79,0.93,Denied
50010.75,18,826,72,219488.85,3.1,5201.18,4475.94,0.09,Approved
54268.79,10,780,19,317021.94,3.6,2107.06,33770.14,0.62,Denied
33678.33,10,736,47,135243.79,3.5,1951.54,60306.74,1.79,Denied
50334.56,10,636,74,367831.2,3.1,8886.68,23937.26,0.48,Denied
42848.53,7,626,82,35058.23,2.6,763.74,40815.56,0.95,Denied
42073.79,13,507,69,113448.43,2.5,7774.44,24171.74,0.57,Denied
49017.81,9,757,78,101279.66,3.5,1001.69,23357.65,0.48,Denied
29477.54,26,806,23,154159.91,3.6,2651.79,51544.76,1.75,Denied
31714.08,29,433,54,180884.79,3.7,-430.24,49203.43,1.55,Denied
35281.47,23,463,55,133502.68,3.2,773.85,59412.22,1.68,Denied
57541.76,28,372,40,72672.66,3.3,5644.31,60961.15,1.06,Denied
44569.84,27,674,68,475692.68,3.9,3450.6,66720.21,1.5,Denied
38231.94,24,570,72,334792.95,3.8,8621.04,56985.21,1.49,Denied
36403.71,9,834,52,211558.62,3.1,8292.7,39679.76,1.09,Denied
30037.6,9,488,73,120131.75,2.9,154.17,8424.39,0.28,Approved
56362.95,20,471,27,432004.43,3.2,3374.47,69778.2,1.24,Denied
33634.29,8,434,53,35980.36,2.9,4169.87,33028.41,0.98,Denied
33380.31,13,721,45,88403.98,3.8,3774.56,31031.99,0.93,Denied
55000.34,4,679,74,334781.36,3.8,4952.66,51784.66,0.94,Denied
47685.07,6,369,38,92662.1,2.9,6321.82,553.0,0.01,Approved
38435.75,20,584,39,77686.44,3.8,9666.82,21550.44,0.56,Denied
35522.64,14,531,81,47239.98,3.3,4807.86,2363.94,0.07,Approved
37510.69,5,741,54,157050.76,2.7,290.66,54043.1,1.44,Denied
34173.64,11,786,18,183779.46,3.0,6295.36,27385.55,0.8,Denied
49884.63,28,694,33,327296.16,2.6,5993.46,60794.05,1.22,Denied
40085.74,2,430,83,331687.59,3.6,8312.23,12296.13,0.31,Approved
46333.59,9,667,78,258453.37,2.8,3573.43,51290.98,1.11,Denied
43693.28,15,519,56,259285.03,2.5,1010.5,59870.59,1.37,Denied
56572.02,7,467,79,116110.33,2.7,49.35,32033.4,0.57,Denied
47643.83,17,837,44,282097.52,2.9,3319.06,10653.75,0.22,Approved
50057.74,25,793,34,112839.78,2.6,6097.23,60818.14,1.21,Denied
29747.64,26,534,32,193874.3,3.3,6898.71,44028.8,1.48,Denied
48102.3,2,477,84,36850.05,2.7,-671.68,46446.86,0.97,Denied
26769.15,28,423,73,180076.24,3.3,811.39,73358.33,2.74,Denied
27077.05,13,492,48,242123.35,2.9,9258.43,47348.1,1.75,Denied
39709.15,25,362,24,390780.39,3.8,4121.08,57732.0,1.45,Denied
54836.21,18,388,70,460741.76,2.7,9898.51,1410.82,0.03,Approved
30391.93,15,616,28,466804.36,3.6,5642.92,44728.97,1.47,Denied
46846.01,12,749,65,139914.62,3.1,7487.47,38112.95,0.81,Denied
38709.85,21,507,67,26.77,3.6,141.27,26883.83,0.69,Denied
53080.7,24,375,24,281104.12,3.3,9875.84,18682.39,0.35,Approved
33878.91,3,394,46,381992.97,3.9,1692.49,19772.74,0.58,Denied
49647.33,28,653,45,498000.04,4.0,7366.19,28018.04,0.56,Denied
32160.14,29,656,31,14577.92,3.6,-148.79,73291.14,2.28,Denied
55488.22,4,516,31,334426.38,3.7,5065.82,62769.53,1.13,Denied
50758.52,10,606,66,347221.39,3.4,2213.36,14902.89,0.29,Approved
39361.43,2,810,36,489250.09,3.1,7617.25,27438.14,0.7,Denied
51576.22,17,829,77,374326.21,3.1,-983.27,2193.96,0.04,Approved
57144.88,2,500,30,204787.83,2.8,2542.15,55918.26,0.98,Denied
53963.42,10,400,23,349794.87,4.0,28.11,23976.77,0.44,Denied
32457.74,7,409,58,354737.88,3.0,3618.43,7904.34,0.24,Approved
30331.53,23,626,40,20633.85,2.5,315.07,61803.31,2.04,Denied
44840.38,6,456,57,340388.3,3.7,2223.66,12418.17,0.28,Approved
52125.09,4,383,80,104889.38,2.8,1251.17,36461.98,0.7,Denied
36179.87,2,780,42,294485.62,3.1,7701.66,56638.35,1.57,Denied
36060.92,4,563,32,120429.96,3.7,4949.43,20749.93,0.58,Denied
59309.29,14,806,26,455639.87,3.5,5157.57,17525.92,0.3,Approved
58020.85,9,800,57,446825.23,3.1,1683.83,32885.46,0.57,Denied
40357.87,27,427,31,214417.17,3.9,2951.74,281.02,0.01,Approved
54453.41,27,456,27,317035.15,3.4,9739.33,7800.22,0.14,Approved
34505.04,19,652,33,373650.02,3.6,8881.92,55509.35,1.61,Denied
30556.56,6,430,69,299635.81,2.9,8835.79,12712.21,0.42,Denied
40983.17,15,595,82,422857.56,2.6,5641.96,28390.13,0.69,Denied
37340.41,16,659,82,11882.71,3.8,253.25,58127.73,1.56,Denied
56260.81,10,793,74,61572.94,3.8,4767.61,37603.22,0.67,Denied
28446.32,27,693,67,411355.54,3.4,7530.34,39418.58,1.39,Denied
32061.06,15,389,62,67341.89,3.9,6618.46,66160.19,2.06,Denied
59459.62,7,565,48,233561.73,3.8,7012.57,60652.35,1.02,Denied
49448.32,25,439,70,121116.73,3.0,9750.46,23801.46,0.48,Denied
57060.37,11,506,50,356426.29,3.7,792.53,16761.78,0.29,Approved
52060.26,10,656,48,177873.46,2.7,4140.73,33948.47,0.65,Denied
37832.02,21,617,58,60844.57,3.6,5093.81,23288.56,0.62,Denied
54462.52,5,494,41,11463.19,3.5,-489.19,4188.52,0.08,Approved
40756.13,29,510,79,130837.97,4.0,4573.56,51522.13,1.26,Denied
56184.55,30,842,84,448947.96,2.7,-843.23,39710.9,0.71,Denied
41994.7,27,362,40,201731.99,2.7,453.65,68119.16,1.62,Denied
28600.78,5,800,25,10010.97,3.3,2101.28,70899.28,2.48,Denied
50186.16,9,608,31,231904.15,3.6,2376.68,51229.51,1.02,Denied
30231.95,11,451,37,54313.66,4.0,2481.93,25146.81,0.83,Denied
54964.71,8,396,22,186837.1,2.9,2915.1,39900.04,0.73,Denied
27764.41,1,622,81,58346.91,3.7,3329.15,60891.58,2.19,Denied
28658.66,29,817,66,436751.16,3.4,5534.84,10015.86,0.35,Approved
33164.28,12,842,28,188981.71,4.0,9055.26,29320.46,0.88,Denied
39737.61,4,657,28,263845.61,3.5,9592.71,4264.2,0.11,Approved
44108.15,19,392,37,318616.23,2.6,4109.93,74011.35,1.68,Denied
47257.89,9,428,71,105408.82,3.7,9031.62,68665.14,1.45,Denied
38095.43,25,710,68,234140.5,3.2,9714.97,63646.98,1.67,Denied
45548.32,11,482,77,253258.18,3.3,3864.15,26530.11,0.58,Denied
34390.77,3,840,52,223013.83,2.6,7891.03,58229.2,1.69,Denied
54202.42,17,679,55,196610.78,3.0,4100.16,4863.22,0.09,Approved
37849.12,15,790,44,302843.38,3.0,3655.46,37884.02,1.0,Denied
54979.95,29,711,71,445976.33,3.8,6651.19,73041.69,1.33,Denied
40694.55,23,832,42,264248.66,2.6,8321.58,53630.03,1.32,Denied
39183.58,13,792,82,340469.39,3.3,8551.04,38595.87,0.99,Denied
56318.25,25,436,38,42442.8,3.7,1948.32,25326.7,0.45,Denied
34365.7,24,412,24,134538.8,2.6,2858.99,973.21,0.03,Approved
54304.0,30,582,18,1454.72,3.8,3061.68,22316.42,0.41,Denied
42883.79,12,715,33,437616.98,3.4,203.24,74564.08,1.74,Denied
35879.35,25,628,29,336007.19,3.7,7857.87,14810.82,0.41,Denied
30050.25,15,371,82,185052.71,3.6,7470.46,58543.06,1.95,Denied
33313.88,24,693,57,221642.55,3.8,8704.17,54965.34,1.65,Denied
30207.02,14,388,35,134067.95,3.7,6925.96,34357.71,1.14,Denied
49182.99,27,471,43,337013.53,2.8,4270.98,72899.44,1.48,Denied
30292.17,3,505,70,246613.64,3.2,8081.29,47332.64,1.56,Denied
41598.43,23,547,39,266624.92,3.8,1632.35,40070.27,0.96,Denied
39648.73,9,585,63,249000.27,3.1,4840.83,10232.75,0.26,Approved
48338.45,4,786,78,267032.95,2.6,904.17,68366.07,1.41,Denied
41957.91,6,781,49,102518.57,2.6,9360.29,34561.69,0.82,Denied
35129.57,19,823,33,23761.75,2.6,7932.46,7154.75,0.2,Approved
50528.48,9,478,52,70902.06,3.0,5943.89,41072.09,0.81,Denied
50519.24,22,423,38,439809.07,3.8,297.59,38816.35,0.77,Denied
47686.32,24,467,20,204274.05,2.9,4814.19,19155.33,0.4,Denied
58780.23,24,461,78,210774.58,3.4,3515.6,36049.5,0.61,Denied
46814.33,16,819,52,278010.1,3.8,4554.96,56944.48,1.22,Denied
38089.4,8,541,59,465278.91,3.4,4128.23,30426.22,0.8,Denied
47208.28,12,621,23,407400.4,2.7,-25.05,27783.06,0.59,Denied
47722.6,7,650,85,373721.76,3.8,4849.8,21129.55,0.44,Denied
48211.04,21,494,43,193930.44,3.5,9143.75,29310.65,0.61,Denied
26728.6,26,604,80,136822.19,3.7,-757.24,15758.84,0.59,Denied
53975.56,7,481,57,101166.03,2.6,4141.82,2493.16,0.05,Approved
43314.79,30,559,19,209879.76,3.2,5369.33,44351.09,1.02,Denied
35826.0,1,689,29,456609.02,3.9,2138.64,1088.68,0.03,Approved
27257.15,16,617,63,296543.27,3.6,3827.24,33945.34,1.25,Denied
34850.47,15,702,23,22727.23,2.5,1011.99,66580.74,1.91,Denied
52712.35,3,639,47,374368.77,3.8,7773.57,70028.71,1.33,Denied
30746.5,1,680,80,202328.57,3.8,7571.08,8062.83,0.26,Approved
41104.95,7,654,30,285642.35,3.3,194.95,71713.59,1.74,Denied
36736.23,29,679,40,398959.02,4.0,6494.8,71516.92,1.95,Denied
29125.63,15,718,30,379521.61,3.2,1737.33,21122.38,0.73,Denied
37279.57,25,632,27,133927.3,2.7,1302.01,68885.25,1.85,Denied
51724.56,10,745,30,305382.8,3.1,3824.03,58406.66,1.13,Denied
43533.39,28,823,63,174501.89,3.1,-619.26,60868.21,1.4,Denied
35190.71,23,813,83,59815.27,3.8,9477.21,48631.41,1.38,Denied
46883.17,19,756,81,278720.87,3.4,4011.99,53398.1,1.14,Denied
29265.22,19,687,53,381775.43,3.4,6746.58,30977.27,1.06,Denied
37626.14,13,749,32,486420.86,3.9,9034.09,600.08,0.02,Approved
40169.02,13,456,73,353556.1,3.1,8769.71,20684.15,0.51,Denied
51369.21,21,580,41,369763.79,2.9,3970.16,54858.13,1.07,Denied
51600.03,12,656,51,121453.14,2.6,1330.9,6061.76,0.12,Approved
47837.09,8,523,32,318872.26,3.1,9995.83,44903.16,0.94,Denied
33965.37,18,550,31,328967.6,3.2,3072.59,9919.07,0.29,Approved
52170.59,12,659,76,383925.84,3.5,1869.9,25146.6,0.48,Denied
39303.14,16,517,43,68144.8,3.2,1503.1,48365.87,1.23,Denied
57308.26,22,830,41,77047.65,3.7,3710.74,14120.34,0.25,Approved
36779.34,10,624,20,226813.34,3.4,2239.83,65761.09,1.79,Denied
55699.36,8,357,50,19841.19,2.8,957.49,19198.27,0.34,Approved
37334.38,11,821,53,399336.5,3.5,-988.35,7817.5,0.21,Approved
34309.18,21,653,85,415969.05,3.7,2842.66,49727.28,1.45,Denied
48688.47,1,504,37,412725.28,3.4,3933.5,18165.98,0.37,Denied
29680.79,5,358,34,264027.56,3.0,3464.86,73541.62,2.48,Denied
40827.98,15,522,51,3023.68,2.5,8053.54,28165.27,0.69,Denied
36701.6,22,364,47,479241.07,3.4,2769.53,42922.84,1.17,Denied
36923.16,10,451,33,418540.93,3.8,5773.06,16175.21,0.44,Denied
48717.5,29,516,67,189040.87,3.4,279.87,72577.18,1.49,Denied
51037.43,25,612,68,491410.97,3.1,7774.07,27012.08,0.53,Denied
29982.26,18,751,76,23742.79,3.4,3202.67,55023.07,1.84,Denied
53071.96,10,655,46,230401.3,3.2,4310.74,6728.04,0.13,Approved
53959.68,14,389,46,68937.03,3.1,7195.03,53255.04,0.99,Denied
31338.95,10,676,36,173969.0,4.0,-166.75,31166.03,0.99,Denied
54314.56,2,626,78,276238.46,2.6,5580.41,32007.21,0.59,Denied
47491.48,9,495,83,494552.57,3.0,2549.8,39537.6,0.83,Denied
34243.88,14,441,20,432302.21,3.0,9907.93,72038.77,2.1,Denied
54274.62,18,623,53,312590.02,3.3,6422.01,16932.16,0.31,Approved
27495.83,8,530,80,201882.19,3.6,3720.56,66907.86,2.43,Denied
58539.24,16,612,62,309801.01,3.4,7322.99,23190.24,0.4,Denied
43064.35,1,506,60,237995.38,3.8,-298.38,61555.47,1.43,Denied
52324.77,6,648,50,406288.0,2.7,7730.2,55227.42,1.06,Denied
46673.6,23,824,79,355768.74,3.9,4199.74,45937.09,0.98,Denied
42501.99,6,844,58,182644.08,3.8,6630.89,66033.91,1.55,Denied
28268.33,2,379,46,315930.84,2.7,8151.36,40134.75,1.42,Denied
31529.57,3,595,44,144071.63,3.7,6547.97,33306.93,1.06,Denied
56328.99,5,641,19,388645.45,3.7,-221.83,3670.58,0.07,Approved
55510.28,8,536,59,383706.48,3.0,2627.23,25090.3,0.45,Denied
45739.11,18,741,69,192682.76,3.6,-894.34,19089.82,0.42,Denied
54522.13,30,795,50,189340.24,3.0,6014.96,34037.85,0.62,Denied
37691.64,4,669,29,51037.87,3.4,3203.3,21426.15,0.57,Denied
31595.07,4,463,32,111426.47,2.6,8646.07,14320.83,0.45,Denied
36066.47,16,360,70,280065.35,3.5,2028.51,39986.35,1.11,Denied
29630.48,10,646,37,390109.67,3.3,7151.39,11706.0,0.4,Denied
51854.57,22,741,32,125673.3,3.1,9983.58,53171.39,1.03,Denied
57107.42,7,443,42,478185.18,3.1,7583.93,35401.08,0.62,Denied
38793.11,2,350,74,456809.52,3.6,9170.77,51232.16,1.32,Denied
36259.84,23,622,54,38319.55,3.4,6996.49,21680.41,0.6,Denied
47013.48,25,572,43,103907.17,3.8,8073.77,58944.61,1.25,Denied
41866.19,19,821,22,144297.58,3.5,7221.82,62414.32,1.49,Denied
48670.7,22,558,77,250702.02,2.5,5851.18,31531.74,0.65,Denied
59172.89,16,765,80,265489.0,3.8,6598.73,54613.02,0.92,Denied
56689.03,29,591,66,38537.99,2.8,7488.57,2966.68,0.05,Approved
33512.65,18,522,18,332662.67,3.3,7969.89,74981.42,2.24,Denied
34939.9,14,573,59,475314.26,3.6,1638.06,23864.87,0.68,Denied
42136.07,18,714,49,329257.36,3.7,5199.98,70867.73,1.68,Denied
58346.24,27,496,34,171232.19,4.0,2910.13,63423.68,1.09,Denied
47476.65,17,525,65,145000.46,3.7,-724.53,6721.89,0.14,Approved
59164.36,3,821,69,26254.51,2.7,6057.1,67491.9,1.14,Denied
42019.26,23,848,18,353407.37,3.9,5847.96,50116.43,1.19,Denied
53308.99,25,404,83,126002.09,3.7,4668.59,7185.11,0.13,Approved
53631.26,15,511,47,43151.24,2.9,-844.36,10739.01,0.2,Approved
50793.92,23,756,18,114452.27,3.1,4615.02,6304.13,0.12,Approved
56904.22,28,670,33,443409.22,3.0,8145.48,26411.05,0.46,Denied
42625.74,13,420,26,44222.8,3.6,5384.47,71718.92,1.68,Denied
33662.18,20,499,32,346681.92,3.5,3454.74,64601.49,1.92,Denied
47363.88,28,741,39,143797.35,3.5,9769.59,11153.95,0.24,Approved
33472.21,18,383,59,442526.73,3.3,6361.29,65414.88,1.95,Denied
56194.59,6,597,70,423321.5,2.7,2350.84,11540.77,0.21,Approved
58603.16,17,691,42,78947.63,3.4,4496.55,7786.57,0.13,Approved
59141.59,14,651,39,25164.96,2.9,302.94,27531.91,0.47,Denied
30377.58,6,514,70,322860.11,2.9,-610.11,65817.68,2.17,Denied
59814.86,30,624,36,255656.47,3.6,6471.11,67571.02,1.13,Denied
54200.57,10,841,36,44134.02,2.8,11.63,42278.15,0.78,Denied
48527.4,20,630,44,284008.28,3.5,5242.5,12113.24,0.25,Approved
57338.13,15,355,37,494896.02,3.5,-747.28,43684.79,0.76,Denied
32718.5,13,503,37,455186.98,3.3,5264.31,68330.01,2.09,Denied
26972.63,29,705,70,409203.26,2.6,5517.18,27818.08,1.03,Denied
40239.91,7,650,79,437091.12,3.2,2216.07,55094.25,1.37,Denied
35279.37,1,492,42,230355.79,3.4,7941.09,36960.63,1.05,Denied
46677.86,2,698,53,67356.48,3.5,-860.18,50770.36,1.09,Denied
40592.94,6,709,30,65690.46,3.8,737.21,34925.37,0.86,Denied
58702.15,20,702,30,97039.36,2.9,1563.17,19735.0,0.34,Approved
56430.66,23,643,28,473783.58,2.7,-430.99,37851.29,0.67,Denied
54949.32,7,771,71,226665.63,2.6,4190.03,14952.34,0.27,Approved
29800.75,17,401,56,334848.12,2.9,2785.52,24158.52,0.81,Denied
55954.43,5,362,22,6719.21,3.5,7929.32,28972.61,0.52,Denied
38614.69,21,500,33,105058.62,3.7,7236.23,63970.91,1.66,Denied
48302.38,10,618,50,140929.75,3.8,7778.0,1866.93,0.04,Approved
54084.66,22,646,28,104968.45,3.8,1135.79,58324.31,1.08,Denied
45068.3,26,730,36,22179.41,2.5,745.45,42841.48,0.95,Denied
48451.59,30,422,76,403427.18,3.6,9033.47,72290.11,1.49,Denied
57532.68,6,772,38,290340.66,2.6,208.65,63858.82,1.11,Denied
36398.45,10,787,80,365065.15,3.4,7767.05,43519.29,1.2,Denied
36793.4,15,423,18,145572.33,3.4,9193.0,67316.11,1.83,Denied
46851.92,24,367,36,39364.07,3.0,-129.12,62537.53,1.33,Denied
47034.13,17,510,60,379922.96,3.8,6921.88,58013.24,1.23,Denied
47291.37,10,473,64,345801.13,3.6,6592.52,9862.54,0.21,Approved
49153.86,27,780,29,104400.57,3.3,6169.14,62241.2,1.27,Denied
47744.26,11,409,72,62799.21,3.7,1717.01,28608.72,0.6,Denied
53515.39,7,745,64,152451.7,3.7,1580.22,21756.29,0.41,Denied
38283.63,7,447,47,94519.69,3.6,1073.7,31231.39,0.82,Denied
41577.95,22,438,44,88744.81,2.7,7082.69,7716.25,0.19,Approved
38307.58,22,545,53,134998.48,3.2,1402.81,60568.07,1.58,Denied
28186.81,2,690,79,117870.65,3.6,3784.03,33937.53,1.2,Denied
30766.41,8,815,27,23068.84,2.6,8552.26,17607.71,0.57,Denied
27159.1,20,431,62,70614.99,3.3,2004.63,4137.67,0.15,Approved
42906.83,24,717,36,27667.65,4.0,6919.11,14665.72,0.34,Approved
31425.72,3,569,72,232289.62,3.5,4327.87,33640.39,1.07,Denied
27349.95,13,512,52,250686.67,3.5,8570.64,64376.33,2.35,Denied
45986.7,8,460,73,209253.93,4.0,8876.49,24488.04,0.53,Denied
49413.49,1,411,58,46324.73,2.5,9480.36,50769.64,1.03,Denied
28073.99,1,494,22,422669.71,3.0,8379.77,36902.21,1.31,Denied
45189.87,28,592,51,145812.34,3.6,1916.07,49439.59,1.09,Denied
51162.74,19,841,52,181724.04,2.8,6728.25,68945.49,1.35,Denied
55784.93,17,487,46,444364.82,4.0,2340.89,14835.09,0.27,Approved
35167.58,6,789,38,42690.7,3.1,4874.21,55010.25,1.56,Denied
41728.44,22,421,64,389411.2,3.3,1340.94,9187.95,0.22,Approved
33387.76,11,552,59,487318.69,3.9,5507.85,9010.15,0.27,Approved
58564.59,9,439,44,101888.88,3.6,6853.85,67657.37,1.16,Denied
48330.42,5,523,39,472134.62,2.9,6263.37,2083.27,0.04,Approved
38954.12,28,675,21,99161.09,3.2,6945.68,14199.22,0.36,Approved
47267.61,19,465,39,57882.78,2.8,9447.58,297.49,0.01,Approved
29745.47,17,562,76,414339.74,3.5,4560.36,36950.12,1.24,Denied
35718.91,29,770,73,128784.39,3.7,2450.01,9230.42,0.26,Approved
50887.8,24,767,34,123185.01,2.8,6652.0,44330.41,0.87,Denied
32892.8,22,683,61,420366.43,3.4,2493.81,4231.69,0.13,Approved
44679.44,29,445,48,273078.16,3.3,8672.8,35776.39,0.8,Denied
47993.74,19,767,45,193574.53,3.6,3192.98,27251.12,0.57,Denied
50255.85,12,764,21,38570.11,2.5,3129.53,45208.14,0.9,Denied
53181.54,18,819,34,174629.89,3.9,2717.82,1944.73,0.04,Approved
30327.12,20,363,68,365067.66,3.9,3919.46,18176.57,0.6,Denied
29086.94,23,745,55,205772.6,3.5,9387.26,7045.02,0.24,Approved
54541.23,3,604,32,356219.91,3.8,8659.14,31776.63,0.58,Denied
26773.78,23,361,34,36881.29,3.0,3175.0,43916.31,1.64,Denied
48813.31,14,710,22,421756.49,3.9,-785.3,56686.67,1.16,Denied
44654.76,2,370,30,9797.11,3.8,9308.12,21871.9,0.49,Denied
36831.86,10,545,83,64390.34,3.6,2379.65,62408.27,1.69,Denied
50107.4,19,406,23,29962.47,2.5,4858.75,43781.14,0.87,Denied
49389.1,11,807,68,343728.45,2.6,7031.33,72028.28,1.46,Denied
